pocket,displacement,tanimoto,recall,error
complex_000141,3.0,0.4,0.4444444444444444,
complex_000141,3.0,0.4166666666666667,0.5555555555555556,
complex_000141,3.0,0.1111111111111111,0.1111111111111111,
complex_000141,3.0,0.1875,0.3333333333333333,
complex_000141,3.0,0.36363636363636365,0.4444444444444444,
complex_000141,3.0,0.3333333333333333,0.3333333333333333,
complex_000141,3.0,0.2222222222222222,0.2222222222222222,
complex_000141,3.0,0.2857142857142857,0.4444444444444444,
complex_000141,3.0,0.1,0.1111111111111111,
complex_000145,0.5,0.5,0.75,
complex_000145,0.5,0.8,1.0,
complex_000145,0.5,0.5,0.5,
complex_000145,0.5,0.42857142857142855,0.75,
complex_000145,0.5,0.5714285714285714,1.0,
complex_000145,0.5,0.5,1.0,
complex_000145,0.5,0.5,0.5,
complex_000145,0.5,0.6,0.75,
complex_000145,0.5,0.4,0.5,
complex_000145,0.5,0.6666666666666666,1.0,
complex_000145,0.5,0.5714285714285714,1.0,
complex_000145,0.5,0.75,0.75,
